Rep-245	D	-++-+-++++
Rep-246	D	-++---++++
Rep-247	D	+++++-+++-
Rep-248	D	-+++++-++-
Rep-249	D	-++++-+++-
Rep-250	D	-++--++++-
Rep-251	R	+++--+..+-
Rep-252	D	-++++++++-
Rep-253	D	-+++-++++-
Rep-254	D	-..-+-..+-
Rep-255	R	++++-+++--
Rep-256	R	++++-+-+--
Rep-257	D	-++-+--++.
Rep-258	D	-++++-++++
Rep-259	D	-++-+--++-
Rep-260	D	-++-+++++-
Rep-261	D	-++---+++-
Rep-262	D	-++--++++-
Rep-263	R	++++-+-+++
Rep-264	D	-++-+-++++
Rep-265	R	++++-+-+-+
Rep-266	R	++++-+-++-
Rep-267	R	++++-+-++-
Rep-268	R	++++-+-+-+
Rep-269	R	++++-+-+-+
Rep-270	D	-++-+-+++-
Rep-271	R	.++--+..++
Rep-272	R	+++--++++-
Rep-273	R	+++--+++--
Rep-274	R	+++--+.+++
Rep-275	D	+++--+++++
Rep-276	R	++++-+++-+
Rep-277	D	-++---+++-
Rep-278	R	++++-+++-+
Rep-279	R	++++-+-++-
Rep-280	D	-++++--++-
Rep-281	D	+..++-+++-
Rep-282	D	+++++--++-
Rep-283	R	++++-+++-+
Rep-284	D	+++++-++++
Rep-285	D	+++----+++
Rep-286	R	+++--+-+--
Rep-287	R	+++--++++.
Rep-288	R	+++--++++.
Rep-289	D	-++-+-+++-
Rep-290	D	+++++-+++-
Rep-291	D	-++-+-+++.
Rep-292	D	-++.....++
Rep-293	R	+..+-+..+-
Rep-294	D	-++---+++-
Rep-295	R	++++-+++-+
Rep-296	R	+++--+++--
Rep-297	D	+++++--++-
Rep-298	D	++++--+++-
Rep-299	D	-++---+++-
Rep-300	R	+++--+..-+
Rep-301	D	-++-+--+++
Rep-302	D	-++-+-+++-
Rep-303	R	+++--+-+-+
Rep-304	R	+++--+++-+
Rep-305	R	+++--+-+++
Rep-306	R	+++--+-+++
Rep-307	R	++++-+++-+
Rep-308	D	-++---+++-
Rep-309	D	+++++-+++-
Rep-310	D	++++---+++
Rep-311	D	+++++-++++
Rep-312	D	...++-++++
Rep-313	D	+++++-+++-
Rep-314	D	-++++-++++
Rep-315	D	-++++++++-
Rep-316	R	+++--+-+--
Rep-317	D	+++++-++++
Rep-318	R	+++--++++.
Rep-319	D	-++--+-++-
Rep-320	R	+++--+.+-.
Rep-321	R	...+-...--
Rep-322	R	+++--+-+-+
Rep-323	R	+++--+.++-
Rep-324	R	+++--+..-+
Rep-325	D	+++++++++-
Rep-326	R	+++--+-++-
Rep-327	R	+++--+++--
Rep-328	D	-++++-.++-
Rep-329	R	+++--++++.
Rep-330	R	+++--+++-+
Rep-331	R	+++--+-++-
Rep-332	D	-++-+--++-
Rep-333	R	+++--+++--
Rep-334	D	-++..--++-
Rep-335	R	+++--+++-.
Rep-336	D	-..++-++++
Rep-337	R	+++--+-+++
Rep-338	R	++++-+++--
Rep-339	R	+++--+-+-+
Rep-340	R	+..+-++.-+
Rep-341	R	+++--+++-+
Rep-342	D	-++-+-+++-
Rep-343	D	-++++-++++
Rep-344	R	++++-+++++
Rep-345	D	-++-+-++++
Rep-346	D	-++++-++++
Rep-347	R	++++-+++--
Rep-348	R	++++-++++-
Rep-349	D	-++++++++-
Rep-350	R	+++--+++--
Rep-351	D	-++++--+++
Rep-352	D	++++--++++
Rep-353	R	+++--+-+-.
Rep-354	R	+++--+.+--
Rep-355	R	+++--+++-+
Rep-356	D	-++--+-++-
Rep-357	D	++++++-+++
Rep-358	R	+++.....--
Rep-359	R	+++--+++--
Rep-360	D	-++---+++-
Rep-361	R	++++-+-+-+
Rep-362	R	++++-+++-+
Rep-363	R	++++-+++-+
Rep-364	R	+++--+++-+
Rep-365	R	+++--+-+--
Rep-366	D	-++++--++-
Rep-367	D	-++----+++
Rep-368	R	+++--+-+-+
Rep-369	R	+++--+++-+
Rep-370	D	+++++--++-
Rep-371	D	-++---++++
Rep-372	R	++++-+-+-+
Rep-373	R	+++--+++-+
Rep-374	R	++++-++++-
Rep-375	D	+++--+-++-
Rep-376	R	++++-+++--
Rep-377	D	-+++---++-
Rep-378	R	++++++++--
Rep-379	D	+..++-++++
Rep-380	D	-..-+--++-
Rep-381	D	+++---++++
Rep-382	R	+++--++++-
Rep-383	D	-++++-+++-
Rep-384	D	+++++-++++
Rep-385	R	+++--+++-+
Rep-386	R	++++-+++--
Rep-387	R	+..--+..--
Rep-388	D	-++-+-+++-
Rep-389	D	+++--++++-
Rep-390	D	++++++-++-
Rep-391	R	++++-++++-
Rep-392	R	++++-+++-+
Rep-393	R	++++-+++++
Rep-394	D	.++++-+++-
Rep-395	R	++++-+++++
Rep-396	D	-..++-++++
Rep-397	R	+++--+-++-
Rep-398	R	+++--+++--
Rep-399	R	-++--+++-+
Rep-400	R	+++--+-+-+
Rep-401	D	-++++--++-
Rep-402	R	+++--+++--
Rep-403	R	+..--+-++-
Rep-404	D	-++++--+++
Rep-405	D	-++++-+++-
Rep-406	D	-++++--+++
Rep-407	R	++++-+++-+
Rep-408	D	-..++-++++
Rep-409	R	++++-+++--
Rep-410	D	-++---.++-
Rep-411	D	.++++--++-
Rep-412	D	-++++-..++
Rep-413	R	++++-+..--
Rep-414	D	+++++--++-
Rep-415	R	+++--+++-+
Rep-416	R	++++-++++-
Rep-417	R	++++-+-+-+
Rep-418	D	-++---+++-
Rep-419	D	-++++-+++-
Rep-420	R	++++++++-+
Rep-421	R	+++--+++-+
Rep-422	R	++++-+-+-+
Rep-423	R	++++-+++++
Rep-424	R	++++-+++-+
Rep-425	D	++++++++++
Rep-426	R	+++--++++.
Rep-427	R	++++-+++--
Rep-428	R	++++-+++-.
Rep-429	R	+++--+++-+
Rep-430	D	++++-+++++
